source,quotes,exclaim,allpunc,allcaps,stops,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,LS,MD,NN,NNS,NNP,NNPS,PDT,POS,PRP,PRP$,RB,RBR,RBS,RP,SYM,TO,UH,WP$,WRB,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,$,'',(,),,,--,.,:,``
21stcenturywire,7.954387428730357e-05,0.00015484702742511177,0.08992378894933901,0.04403475993667968,0.32330408182067516,0.03228611867949755,0.01627132903730857,0.0919531140993366,0.001423980542425066,0.0003075456473091961,0.1150059008019818,0.08260688778573633,0.003504562932554463,0.0024572156621903694,0.0,0.008765877150524846,0.14164339313223193,0.05975018775007848,0.17561460693692846,0.001682511163778949,0.0012880974422727403,0.0001472412511495262,0.019874802917937483,0.008984228772092142,0.038680833830259914,0.0018527646278977258,0.0006387588373237648,0.0029603398854416408,0.0,0.024637455752701504,8.514769118729867e-06,9.493704714745867e-05,0.004189333011801475,0.02984518333427141,0.02457909356213802,0.025612617478900458,0.02439691681286165,0.023459548488934084,0.02662894951274385,0.004621952931929747,0.004167341646369688,5.652489654646868e-05,1.3318682782272833e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369news,0.0,0.0015206191112136166,0.09117004882685503,0.020354632362030906,0.38814229671592004,0.03578543522827795,0.01884805110669589,0.10834284678559147,0.002579132366140591,0.00014723203769140164,0.12336785462547402,0.06483914026884287,0.0026986410668837116,0.001764756366278192,0.0,0.01042929683625595,0.12704465655389854,0.07406350052639908,0.09237931041008442,0.005078937904186224,0.0018574160474808547,0.0,0.04376608666996431,0.015305389331977655,0.038979413048166496,0.0012124390700950073,0.00047638274963164454,0.003558865448275938,0.0,0.033025156639971305,0.0,0.00014513432730946165,0.00369593207889787,0.042654489719704786,0.02694484084497456,0.021898451430150418,0.027447645687767547,0.033442416301238086,0.024334276003663596,0.006767635585919601,0.007030772671671703,0.0,8.846426043878273e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
911truthorg,0.0,0.0024650780608052587,0.12243221035332785,0.010682004930156122,0.2703368940016434,0.04962546816479401,0.04868913857677903,0.07771535580524344,0.0,0.0,0.09737827715355805,0.06554307116104868,0.003745318352059925,0.0018726591760299626,0.0,0.014044943820224719,0.07771535580524344,0.060861423220973786,0.2808988764044944,0.0018726591760299626,0.0009363295880149813,0.0,0.018726591760299626,0.006554307116104869,0.027153558052434457,0.0,0.0009363295880149813,0.0028089887640449437,0.0,0.017790262172284643,0.0,0.0018726591760299626,0.0009363295880149813,0.03464419475655431,0.0149812734082397,0.0149812734082397,0.026217228464419477,0.0149812734082397,0.028089887640449437,0.0056179775280898875,0.0028089887640449437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abcnews,0.0016656535115533106,9.004092463799246e-05,0.08673537715689128,0.017640072799408168,0.32419836343922487,0.02825860997720757,0.027311773587429568,0.09141778673576409,0.001115918291011669,0.00023565541455196256,0.12423667372563696,0.06661143423905595,0.003658633754250792,0.002613042761964146,0.0,0.008495549953409837,0.15358741480984844,0.07007977497215485,0.1365729250491113,0.0022375626482401397,0.0005232658721686644,7.731547653617065e-05,0.02323967183478713,0.010991792937760063,0.02902867327483267,0.001395998524197734,0.0004161688443989694,0.003407195722403854,0.0,0.026770657584222517,5.549010103225095e-06,0.00019324127645324103,0.0031944313508820636,0.029633428953597163,0.05215417558502403,0.02442277537766489,0.026534019755587605,0.019367328618028493,0.022788702537354728,0.005244568688144625,0.004140997073702488,3.342069812744365e-05,3.865084384477137e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acnlatitudes,0.0,0.0008309048733428437,0.10653203222779242,0.01822927854388596,0.34795618422362407,0.03580933552888294,0.014349984942616162,0.08996410111149054,0.0023349577891334126,0.0003997933127759188,0.13440467756392643,0.08295847189175647,0.004809126396274795,0.0021394437976884548,0.0,0.013269948155949198,0.1529822877525281,0.07951441628578715,0.09716503575678437,0.000656697326853534,0.0006425209392815759,0.0,0.02913512427016269,0.012571360415556029,0.04258807752797896,0.003635514208003042,0.0006131550798272543,0.0021999370475564413,0.0,0.02546712263622742,0.00015024077046548956,0.0003347630879836163,0.003482118561139458,0.03821661634543878,0.02260009454101781,0.018263261404589497,0.024179438420828932,0.031446831277056324,0.025537313511075188,0.0031103816477765344,0.005067850695587471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
activistpost,0.0,0.003070720275450037,0.10794534920345146,0.018934383540358264,0.3209523439540031,0.035328074766506005,0.02195180347778268,0.08681738334058332,0.0014386834102619046,0.0002480516531008641,0.11992229808073769,0.07122964174669619,0.0033035451359568068,0.0019205698141406375,0.0,0.010365892311844965,0.14758353751017325,0.06490303038245379,0.15398844317480948,0.004351774714231214,0.0005430872053095748,5.332435742441866e-05,0.02342394649655762,0.009175469525728137,0.03544968677906307,0.001620128498938244,0.0005909067725689452,0.003126425309483908,0.0,0.02966406488871136,1.17741870249341e-05,8.996211134977246e-05,0.0035147328376316164,0.03472933694250999,0.02516961897864615,0.025016862021194887,0.023154194886515215,0.024459315714034806,0.025886004297269342,0.005231182665008552,0.00567740043391603,5.627017135255284e-05,3.5754004819671164e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adobochronicles,0.0,0.0026116957132695795,0.10656258766844956,0.04559575964577507,0.30098805969383524,0.02400251423362703,0.012758785148057497,0.09405507440952053,0.0013082706949595004,0.00013990638990638992,0.1103916114972553,0.057068265643337605,0.0012052149678950482,0.0017926653795559367,0.0,0.011519867863562917,0.12065623898721009,0.053862110134759895,0.24166684945924233,0.012358506402611269,0.0003317308849202948,0.0,0.018909082821635486,0.013543277840023533,0.030190515700650112,0.0004930624848526652,0.00018235610503723423,0.0029829260168661316,0.0,0.02750643408696472,0.0,0.00011618289596494677,0.003409848089784475,0.03124075598254024,0.0319899175272825,0.022421727683019175,0.024303976261465535,0.016972692358186565,0.025243682169608775,0.0035119564680431855,0.0037859293991627744,7.8064012490242e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adweek,0.0,0.0,0.08208092485549133,0.0023121387283236996,0.3225433526011561,0.03400503778337532,0.018891687657430732,0.0743073047858942,0.0,0.0,0.10327455919395466,0.08060453400503778,0.0025188916876574307,0.0012594458438287153,0.0,0.006297229219143577,0.15113350125944586,0.0818639798488665,0.11460957178841309,0.0,0.0,0.0012594458438287153,0.020151133501259445,0.018891687657430732,0.02644836272040302,0.0025188916876574307,0.0,0.005037783375314861,0.0,0.03904282115869018,0.0,0.0,0.006297229219143577,0.04785894206549118,0.04408060453400504,0.028967254408060455,0.020151133501259445,0.031486146095717885,0.02392947103274559,0.006297229219143577,0.008816120906801008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ageofautism,0.006261099012396254,0.0016074601682258788,0.10320677566553832,0.02827404596370156,0.3402604849348062,0.03178445519161325,0.01767106092582513,0.09203252671631014,0.0019189842340763576,0.00032541617013104513,0.11730632392465719,0.06989938155780659,0.003124535812652793,0.0018272674048655194,0.0,0.012490148148619689,0.14184031794782362,0.06116468250316577,0.12695456041770037,0.0021735787599563247,0.0006740656371338282,3.7525491399354046e-05,0.041653309837032235,0.014061911748433815,0.039723236412852296,0.0018204600839962883,0.00047368890116444964,0.0035222747162669222,0.0,0.027779271295439813,4.4650025590265774e-05,0.00014491095909940433,0.005007788869705948,0.03745705767985009,0.02913918949524466,0.0221064099296823,0.025268715149111384,0.030626205566409135,0.02886268342342061,0.005260120521707078,0.005794555376957396,1.9825955244273334e-05,8.90320905512649e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
airwars,0.0,0.0,0.0880800527586012,0.01714199142227692,0.337395325544418,0.03462933808485947,0.025231957536794875,0.09896213571577411,0.002129193693009409,0.00038560340620147,0.14544637653018688,0.09291165315897043,0.0036067369148358947,0.002172673944080925,0.0,0.006158399969526927,0.1352806759289149,0.08601610807792308,0.11627252811823263,0.0022202491489318396,0.00046412077249826755,0.0,0.013437065505974208,0.008281565722094146,0.03629270942536286,0.001475722600267894,0.000985617431694375,0.0021291105750276007,0.0,0.02119983516207608,0.00010592098294672174,0.0003942175884082323,0.00325284966967727,0.020465844664730743,0.03764071660403889,0.021070311948620878,0.030246209569695377,0.0205891589808801,0.024775924718151137,0.004205507305018841,0.001563960544593523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
